Word;Frequency;Rank;Logarithm of Frequency;Logarithm of rank
дурной;6;553;0.7781512503836435;2.742725131304698
мнение;6;554;0.7781512503836435;2.7435097647284294
замечать;6;555;0.7781512503836435;2.744292983122676
полный;6;556;0.7781512503836435;2.745074791582057
половина;6;557;0.7781512503836435;2.745855195173729
долго;6;558;0.7781512503836435;2.746634198937578
геркуланум;6;559;0.7781512503836435;2.747411807886423
природа;6;560;0.7781512503836435;2.7481880270062002
пустой;6;561;0.7781512503836435;2.748962861256161
справа;6;562;0.7781512503836435;2.7497363155690606
коверкотовый;6;563;0.7781512503836435;2.7505083948513462
работа;6;564;0.7781512503836435;2.751279103983342
позволить;6;565;0.7781512503836435;2.7520484478194382
утверждать;6;566;0.7781512503836435;2.7528164311882715
плевок;6;567;0.7781512503836435;2.753583058892906
плечо;6;568;0.7781512503836435;2.754348335711019
удивляться;6;569;0.7781512503836435;2.755112266395071
казаться;6;570;0.7781512503836435;2.7558748556724915
выпь;6;571;0.7781512503836435;2.7566361082458477
крутой;6;572;0.7781512503836435;2.757396028793024
показаться;6;573;0.7781512503836435;2.75815462196739
наутро;6;574;0.7781512503836435;2.7589118923979736
моше;6;575;0.7781512503836435;2.75966784468963
слушайте;6;576;0.7781512503836435;2.760422483423212
решить;6;577;0.7781512503836435;2.7611758131557314
уехать;6;578;0.7781512503836435;2.761927838420529
плевать;6;579;0.7781512503836435;2.762678563727436
11;6;580;0.7781512503836435;2.763427993562937
близкий;6;581;0.7781512503836435;2.76417613239033
сука;6;582;0.7781512503836435;2.7649229846498886
ночью;6;583;0.7781512503836435;2.7656685547590136
рыжий;6;584;0.7781512503836435;2.766412847112399
ресница;6;585;0.7781512503836435;2.7671558660821804
зверобой;6;586;0.7781512503836435;2.7678976160180904
тринадцатый;6;587;0.7781512503836435;2.7686381012476144
заговорить;6;588;0.7781512503836435;2.769377326076138
становиться;6;589;0.7781512503836435;2.7701152947871015
скорбь;6;590;0.7781512503836435;2.770852011642144
умирать;6;591;0.7781512503836435;2.771587480881255
н;6;592;0.7781512503836435;2.7723217067229196
протянуть;6;593;0.7781512503836435;2.7730546933642626
трезвый;6;594;0.7781512503836435;2.7737864449811935
смешно;6;595;0.7781512503836435;2.7745169657285493
столичный;6;596;0.7781512503836435;2.775246259740236
прожить;6;597;0.7781512503836435;2.775974331129369
призвание;6;598;0.7781512503836435;2.7767011839884104
район;6;599;0.7781512503836435;2.777426822389311
икота;6;600;0.7781512503836435;2.7781512503836434
фридрих;6;601;0.7781512503836435;2.778874472002739
средство;6;602;0.7781512503836435;2.7795964912578244
отвернуться;6;603;0.7781512503836435;2.780317312140151
рецепт;6;604;0.7781512503836435;2.7810369386211318
письмо;6;605;0.7781512503836435;2.7817553746524686
родина;6;606;0.7781512503836435;2.782472624166286
карусель;6;607;0.7781512503836435;2.7831886910752575
сзади;6;608;0.7781512503836435;2.7839035792727347
поставить;6;609;0.7781512503836435;2.784617292632875
шиллер;6;610;0.7781512503836435;2.7853298350107667
социалдемократ;6;611;0.7781512503836435;2.786041210242554
вздрогнуть;6;612;0.7781512503836435;2.786751422145561
грусть;6;613;0.7781512503836435;2.787460474518415
замутнённость;6;614;0.7781512503836435;2.7881683711411673
немного;6;615;0.7781512503836435;2.7888751157754164
евтюшкина;6;616;0.7781512503836435;2.789580712164425
присущий;6;617;0.7781512503836435;2.7902851640332416
бардак;6;618;0.7781512503836435;2.7909884750888154
путать;6;619;0.7781512503836435;2.7916906490201177
граница;6;620;0.7781512503836435;2.792391689498254
лорд;6;621;0.7781512503836435;2.79309160017658
билет;6;622;0.7781512503836435;2.7937903846908183
усад;6;623;0.7781512503836435;2.7944880466591693
ударить;6;624;0.7781512503836435;2.7951845896824237
шура;6;625;0.7781512503836435;2.795880017344075
полом;6;626;0.7781512503836435;2.796574333210429
декрет;6;627;0.7781512503836435;2.7972675408307164
дно;6;628;0.7781512503836435;2.7979596437371956
чернота;6;629;0.7781512503836435;2.7986506454452686
камердинер;6;630;0.7781512503836435;2.7993405494535817
поэма;5;631;0.6989700043360187;2.800029359244134
поскольку;5;632;0.6989700043360187;2.8007170782823847
полтора;5;633;0.6989700043360187;2.8014037100173548
особенность;5;634;0.6989700043360187;2.8020892578817325
лист;5;635;0.6989700043360187;2.8027737252919755
путь;5;636;0.6989700043360187;2.803457115648414
проходить;5;637;0.6989700043360187;2.80413943233535
восток;5;638;0.6989700043360187;2.804820678721162
зубровка;5;639;0.6989700043360187;2.8055008581584
утренний;5;640;0.6989700043360187;2.8061799739838866
оказываться;5;641;0.6989700043360187;2.8068580295188172
воздух;5;642;0.6989700043360187;2.807535028068853
коричневый;5;643;0.6989700043360187;2.8082109729242215
потихоньку;5;644;0.6989700043360187;2.808885867359812
позорный;5;645;0.6989700043360187;2.8095597146352675
суета;5;646;0.6989700043360187;2.810232517995084
полчаса;5;647;0.6989700043360187;2.8109042806687
хотеться;5;648;0.6989700043360187;2.811575005870593
вокзальный;5;649;0.6989700043360187;2.812244696800369
дурнота;5;650;0.6989700043360187;2.8129133566428552
конфета;5;651;0.6989700043360187;2.8135809885681917
спиртное;5;652;0.6989700043360187;2.81424759573192
музыка;5;653;0.6989700043360187;2.814913181275074
вымя;5;654;0.6989700043360187;2.815577748324267
люстра;5;655;0.6989700043360187;2.8162412999917827
упасть;5;656;0.6989700043360187;2.81690383937566
нибыть;5;657;0.6989700043360187;2.81756536955978
наверное;5;658;0.6989700043360187;2.8182258936139553
язык;5;659;0.6989700043360187;2.8188854145940097
зря;5;660;0.6989700043360187;2.8195439355418683
боль;5;661;0.6989700043360187;2.8202014594856397
повернуться;5;662;0.6989700043360187;2.8208579894396997
браться;5;663;0.6989700043360187;2.8215135284047728
какойнибудь;5;664;0.6989700043360187;2.822168079368017
чухлинк;5;665;0.6989700043360187;2.8228216453031045
реутово;5;666;0.6989700043360187;2.823474229170301
железнодорожный;5;667;0.6989700043360187;2.8241258339165487
склонить;5;668;0.6989700043360187;2.8247764624755454
сблевать;5;669;0.6989700043360187;2.825426117767823
закуска;5;670;0.6989700043360187;2.826074802700826
обидеться;5;671;0.6989700043360187;2.826722520168992
добро;5;672;0.6989700043360187;2.827369273053825
грёза;5;673;0.6989700043360187;2.8280150642239765
усилие;5;674;0.6989700043360187;2.8286598965353194
противно;5;675;0.6989700043360187;2.829303772831025
вынуть;5;676;0.6989700043360187;2.829946695941636
стена;5;677;0.6989700043360187;2.8305886686851442
помпей;5;678;0.6989700043360187;2.831229693867063
круглый;5;679;0.6989700043360187;2.8318697742805017
чувство;5;680;0.6989700043360187;2.8325089127062357
мука;5;681;0.6989700043360187;2.8331471119127847
любой;5;682;0.6989700043360187;2.833784374656479
схватить;5;683;0.6989700043360187;2.8344207036815323
тупойтупой;5;684;0.6989700043360187;2.8350561017201157
собственный;5;685;0.6989700043360187;2.8356905714924254
сфера;5;686;0.6989700043360187;2.836324115706751
десять;5;687;0.6989700043360187;2.83695673705955
мелкий;5;688;0.6989700043360187;2.8375884382355108
нужда;5;689;0.6989700043360187;2.8382192219076257
правильно;5;690;0.6989700043360187;2.8388490907372548
нечего;5;691;0.6989700043360187;2.839478047374198
вещь;5;692;0.6989700043360187;2.8401060944567575
смешной;5;693;0.6989700043360187;2.8407332346118066
уметь;5;694;0.6989700043360187;2.841359470454855
известный;5;695;0.6989700043360187;2.8419848045901137
шереметьево;5;696;0.6989700043360187;2.842609239610562
ложиться;5;697;0.6989700043360187;2.843232778098009
свобода;5;698;0.6989700043360187;2.843855422623161
совершенный;5;699;0.6989700043360187;2.844477175745681
красивый;5;700;0.6989700043360187;2.8450980400142565
выпилить;5;701;0.6989700043360187;2.8457180179666586
судьба;5;702;0.6989700043360187;2.8463371121298047
менее;5;703;0.6989700043360187;2.846955325019824
алексей;5;704;0.6989700043360187;2.847572659142112
упор;5;705;0.6989700043360187;2.8481891169913984
спьяну;5;706;0.6989700043360187;2.8488047010518036
закон;5;707;0.6989700043360187;2.849419413796899
поди;5;708;0.6989700043360187;2.850033257689769
настолько;5;709;0.6989700043360187;2.850646235183066
лето;5;710;0.6989700043360187;2.851258348719075
отцветать;5;711;0.6989700043360187;2.851869600729766
переходящий;5;712;0.6989700043360187;2.852479993636856
коса;5;713;0.6989700043360187;2.8530895298518653
затылок;5;714;0.6989700043360187;2.853698211776174
поп;5;715;0.6989700043360187;2.85430604180108
далеко;5;716;0.6989700043360187;2.8549130223078554
светлый;5;717;0.6989700043360187;2.8555191556677997
порыв;5;718;0.6989700043360187;2.8561244442423
глоток;5;719;0.6989700043360187;2.8567288903828825
зарезать;5;720;0.6989700043360187;2.857332496431268
больной;5;721;0.6989700043360187;2.857935264719429
расстояние;5;722;0.6989700043360187;2.8585371975696385
разом;5;723;0.6989700043360187;2.8591382972945305
делаться;5;724;0.6989700043360187;2.8597385661971466
едва;5;725;0.6989700043360187;2.8603380065709936
ранний;5;726;0.6989700043360187;2.8609366207000932
бедный;5;727;0.6989700043360187;2.8615344108590377
отлететь;5;728;0.6989700043360187;2.8621313793130367
отец;5;729;0.6989700043360187;2.8627275283179743
жалость;5;730;0.6989700043360187;2.8633228601204554
печка;5;731;0.6989700043360187;2.86391737695786
рухнуть;5;732;0.6989700043360187;2.8645110810583914
обещать;5;733;0.6989700043360187;2.8651039746411278
нанести;5;734;0.6989700043360187;2.86569605991607
повсюду;5;735;0.6989700043360187;2.8662873390841948
сбросить;5;736;0.6989700043360187;2.866877814337499
задрожать;5;737;0.6989700043360187;2.867467487859051
осень;5;738;0.6989700043360187;2.8680563618230415
пожалуй;5;739;0.6989700043360187;2.8686444383948255
какуюнибудь;5;740;0.6989700043360187;2.869231719730976
семьсот;5;741;0.6989700043360187;2.869818207979328
накануне;5;742;0.6989700043360187;2.870403905279027
память;5;743;0.6989700043360187;2.870988813760575
мужать;5;744;0.6989700043360187;2.871572935545878
десятый;5;745;0.6989700043360187;2.8721562727482928
биться;5;746;0.6989700043360187;2.872738827472668
одержимый;5;747;0.6989700043360187;2.8733206018153985
звать;5;748;0.6989700043360187;2.873901597864461
дурацкий;5;749;0.6989700043360187;2.874481817699466
денатурат;5;750;0.6989700043360187;2.8750612633916997
ландыш;5;751;0.6989700043360187;2.875639937004168
флакон;5;752;0.6989700043360187;2.876217840591642
плач;5;753;0.6989700043360187;2.8767949762007
150;5;754;0.6989700043360187;2.877371345869774
довольно;5;755;0.6989700043360187;2.877946951629188
ловить;5;756;0.6989700043360187;2.8785217955012063
эссе;5;757;0.6989700043360187;2.8790958795000723
прежний;5;758;0.6989700043360187;2.8796692056320534
берет;5;759;0.6989700043360187;2.88024177589548
вперёд;5;760;0.6989700043360187;2.8808135922807914
течь;5;761;0.6989700043360187;2.8813846567705728
брудершафт;5;762;0.6989700043360187;2.8819549713396
молодой;5;763;0.6989700043360187;2.8825245379548803
держать;5;764;0.6989700043360187;2.8830933585756897
хованщина;5;765;0.6989700043360187;2.883661435153617
модест;5;766;0.6989700043360187;2.8842287696326037
герцен;5;767;0.6989700043360187;2.8847953639489807
фауст;5;768;0.6989700043360187;2.8853612200315117
поддать;5;769;0.6989700043360187;2.885926339801431
жалко;5;770;0.6989700043360187;2.8864907251724814
жрать;5;771;0.6989700043360187;2.8870543780509568
куметь;5;772;0.6989700043360187;2.887617300335736
штаны;5;773;0.6989700043360187;2.888179493918325
слева;5;774;0.6989700043360187;2.888740960682892
наверно;5;775;0.6989700043360187;2.88930170250631
кровь;5;776;0.6989700043360187;2.889861721258188
средний;5;777;0.6989700043360187;2.890421018800914
сорбонна;5;778;0.6989700043360187;2.8909795969896885
товарищ;5;779;0.6989700043360187;2.8915374576725643
генерал;5;780;0.6989700043360187;2.8920946026904804
мягкий;5;781;0.6989700043360187;2.8926510338773
сон;5;782;0.6989700043360187;2.893206753059848
гринвич;5;783;0.6989700043360187;2.893761762057943
британский;5;784;0.6989700043360187;2.894316062684438
крикнуть;5;785;0.6989700043360187;2.8948696567452523
старший;5;786;0.6989700043360187;2.895422546039408
отдаться;5;787;0.6989700043360187;2.8959747323590643
поток;5;788;0.6989700043360187;2.896526217489555
назреть;5;789;0.6989700043360187;2.8970770032094197
война;5;790;0.6989700043360187;2.8976270912904414
